Quantity,UnitPrice,InvoiceNo,StockCode,Description,InvoiceDate,CustomerID,Country,Sales
48,0.29,536532,21982,PACK OF 12 SUKI TISSUES ,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,21981,PACK OF 12 WOODLAND TISSUES ,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,21967,PACK OF 12 SKULL TISSUES,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,22615,PACK OF 12 CIRCUS PARADE TISSUES ,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,21980,PACK OF 12 RED RETROSPOT TISSUES ,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,22614,PACK OF 12 SPACEBOY TISSUES,12/1/10 13:24,12433,Norway,13.919999999999998
48,0.29,536532,21984,PACK OF 12 PINK PAISLEY TISSUES ,12/1/10 13:24,12433,Norway,13.919999999999998
36,1.65,536532,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12/1/10 13:24,12433,Norway,59.4
24,0.42,536532,21786,POLKADOT RAIN HAT ,12/1/10 13:24,12433,Norway,10.08
36,0.85,536532,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12/1/10 13:24,12433,Norway,30.599999999999998
24,1.45,536532,22961,JAM MAKING SET PRINTED,12/1/10 13:24,12433,Norway,34.8
24,2.1,536532,84375,SET OF 20 KIDS COOKIE CUTTERS,12/1/10 13:24,12433,Norway,50.400000000000006
24,1.25,536532,22966,GINGERBREAD MAN COOKIE CUTTER,12/1/10 13:24,12433,Norway,30.0
24,1.25,536532,21874,GIN AND TONIC MUG,12/1/10 13:24,12433,Norway,30.0
24,1.25,536532,21873,IF YOU CAN'T STAND THE HEAT MUG,12/1/10 13:24,12433,Norway,30.0
24,1.25,536532,21870,I CAN ONLY PLEASE ONE PERSON MUG,12/1/10 13:24,12433,Norway,30.0
72,1.25,536532,84050,PINK HEART SHAPE EGG FRYING PAN,12/1/10 13:24,12433,Norway,90.0
24,0.55,536532,84991,60 TEATIME FAIRY CAKE CASES,12/1/10 13:24,12433,Norway,13.200000000000001
24,0.55,536532,84992,72 SWEETHEART FAIRY CAKE CASES,12/1/10 13:24,12433,Norway,13.200000000000001
24,0.55,536532,21213,PACK OF 72 SKULL CAKE CASES,12/1/10 13:24,12433,Norway,13.200000000000001
24,0.55,536532,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12/1/10 13:24,12433,Norway,13.200000000000001
24,0.55,536532,21212,PACK OF 72 RETROSPOT CAKE CASES,12/1/10 13:24,12433,Norway,13.200000000000001
48,1.65,536532,22198,LARGE POPCORN HOLDER ,12/1/10 13:24,12433,Norway,79.19999999999999
72,0.85,536532,22197,SMALL POPCORN HOLDER,12/1/10 13:24,12433,Norway,61.199999999999996
24,1.49,536532,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12/1/10 13:24,12433,Norway,35.76
24,1.25,536532,22567,20 DOLLY PEGS RETROSPOT,12/1/10 13:24,12433,Norway,30.0
24,2.1,536532,85152,HAND OVER THE CHOCOLATE   SIGN ,12/1/10 13:24,12433,Norway,50.400000000000006
24,2.1,536532,82600,NO SINGING METAL SIGN,12/1/10 13:24,12433,Norway,50.400000000000006
2,7.95,536532,20685,DOORMAT RED RETROSPOT,12/1/10 13:24,12433,Norway,15.9
24,1.25,536532,22494,EMERGENCY FIRST AID TIN ,12/1/10 13:24,12433,Norway,30.0
1,9.95,536840,22776,SWEETHEART CAKESTAND 3 TIER,12/2/10 18:27,12738,Germany,9.95
24,0.55,536840,22952,60 CAKE CASES VINTAGE CHRISTMAS,12/2/10 18:27,12738,Germany,13.200000000000001
2,8.5,536840,22215,CAKE STAND WHITE TWO TIER LACE,12/2/10 18:27,12738,Germany,17.0
24,0.55,536840,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12/2/10 18:27,12738,Germany,13.200000000000001
24,0.55,536840,84991,60 TEATIME FAIRY CAKE CASES,12/2/10 18:27,12738,Germany,13.200000000000001
24,0.55,536840,21212,PACK OF 72 RETROSPOT CAKE CASES,12/2/10 18:27,12738,Germany,13.200000000000001
1,18.0,536840,POST,POSTAGE,12/2/10 18:27,12738,Germany,18.0
24,0.42,536852,22544,MINI JIGSAW SPACEBOY,12/3/10 9:51,12686,France,10.08
24,0.42,536852,22539,MINI JIGSAW DOLLY GIRL,12/3/10 9:51,12686,France,10.08
24,0.42,536852,21786,POLKADOT RAIN HAT ,12/3/10 9:51,12686,France,10.08
1,18.0,536852,POST,POSTAGE,12/3/10 9:51,12686,France,18.0
30,2.95,536858,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12/3/10 10:36,13520,Switzerland,88.5
36,1.65,536858,22554,PLASTERS IN TIN WOODLAND ANIMALS,12/3/10 10:36,13520,Switzerland,59.4
24,1.65,536858,21731,RED TOADSTOOL LED NIGHT LIGHT,12/3/10 10:36,13520,Switzerland,39.599999999999994
2,7.95,536858,20750,RED RETROSPOT MINI CASES,12/3/10 10:36,13520,Switzerland,15.9
2,40.0,536858,POST,POSTAGE,12/3/10 10:36,13520,Switzerland,80.0
8,7.65,536861,22636,CHILDS BREAKFAST SET CIRCUS PARADE,12/3/10 10:44,12427,Germany,61.2
8,8.5,536861,22634,CHILDS BREAKFAST SET SPACEBOY ,12/3/10 10:44,12427,Germany,68.0
3,18.0,536861,POST,POSTAGE,12/3/10 10:44,12427,Germany,54.0
70,1.65,536944,22383,LUNCH BAG SUKI  DESIGN ,12/3/10 12:20,12557,Spain,115.5
100,1.45,536944,22384,LUNCH BAG PINK POLKADOT,12/3/10 12:20,12557,Spain,145.0
60,1.65,536944,20727,LUNCH BAG  BLACK SKULL.,12/3/10 12:20,12557,Spain,99.0
70,1.65,536944,20725,LUNCH BAG RED RETROSPOT,12/3/10 12:20,12557,Spain,115.5
100,1.45,536944,20728,LUNCH BAG CARS BLUE,12/3/10 12:20,12557,Spain,145.0
1,18.0,536967,POST,POSTAGE,12/3/10 12:57,12600,Germany,18.0
30,1.95,536967,85099B,JUMBO BAG RED RETROSPOT,12/3/10 12:57,12600,Germany,58.5
32,2.55,536971,21733,RED HANGING HEART T-LIGHT HOLDER,12/3/10 13:40,12779,Poland,81.6
24,1.25,536971,21232,STRAWBERRY CERAMIC TRINKET BOX,12/3/10 13:40,12779,Poland,30.0
24,1.49,536971,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12/3/10 13:40,12779,Poland,35.76
24,0.85,536971,21700,BIG DOUGHNUT FRIDGE MAGNETS,12/3/10 13:40,12779,Poland,20.4
4,8.5,536971,22844,VINTAGE CREAM DOG FOOD CONTAINER,12/3/10 13:40,12779,Poland,34.0
2,7.95,536974,20749,ASSORTED COLOUR MINI CASES,12/3/10 13:59,12682,France,15.9
2,7.95,536974,20750,RED RETROSPOT MINI CASES,12/3/10 13:59,12682,France,15.9
2,18.0,536974,POST,POSTAGE,12/3/10 13:59,12682,France,36.0
4,8.5,536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12/3/10 14:30,12712,Germany,34.0
1,18.0,536983,POST,POSTAGE,12/3/10 14:30,12712,Germany,18.0
1,28.0,536990,POST,POSTAGE,12/3/10 15:14,12793,Portugal,28.0
24,0.65,537022,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,12/3/10 15:45,12725,Italy,15.600000000000001
2,28.0,537022,POST,POSTAGE,12/3/10 15:45,12725,Italy,56.0
2,9.95,537026,21217,RED RETROSPOT ROUND CAKE TINS,12/3/10 16:35,12395,Belgium,19.9
120,0.42,537026,21212,PACK OF 72 RETROSPOT CAKE CASES,12/3/10 16:35,12395,Belgium,50.4
120,0.42,537026,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12/3/10 16:35,12395,Belgium,50.4
120,0.42,537026,22417,PACK OF 60 SPACEBOY CAKE CASES,12/3/10 16:35,12395,Belgium,50.4
48,0.55,537026,21975,PACK OF 60 DINOSAUR CAKE CASES,12/3/10 16:35,12395,Belgium,26.400000000000002
48,0.55,537026,21976,PACK OF 60 MUSHROOM CAKE CASES,12/3/10 16:35,12395,Belgium,26.400000000000002
24,0.55,537026,84992,72 SWEETHEART FAIRY CAKE CASES,12/3/10 16:35,12395,Belgium,13.200000000000001
2,18.0,537026,POST,POSTAGE,12/3/10 16:35,12395,Belgium,36.0
1,16.95,537065,22846,BREAD BIN DINER STYLE RED ,12/5/10 11:57,12567,France,16.95
8,8.5,537065,22968,ROSE COTTAGE KEEPSAKE BOX ,12/5/10 11:57,12567,France,68.0
24,0.42,537065,21786,POLKADOT RAIN HAT ,12/5/10 11:57,12567,France,10.08
24,0.85,537065,21787,RAIN PONCHO RETROSPOT,12/5/10 11:57,12567,France,20.4
6,7.95,537065,20750,RED RETROSPOT MINI CASES,12/5/10 11:57,12567,France,47.7
2,7.95,537065,20749,ASSORTED COLOUR MINI CASES,12/5/10 11:57,12567,France,15.9
24,1.25,537065,21121,SET/10 RED POLKADOT PARTY CANDLES,12/5/10 11:57,12567,France,30.0
2,12.75,537065,22423,REGENCY CAKESTAND 3 TIER,12/5/10 11:57,12567,France,25.5
2,9.95,537065,22634,CHILDS BREAKFAST SET SPACEBOY ,12/5/10 11:57,12567,France,19.9
2,9.95,537065,22635,CHILDS BREAKFAST SET DOLLY GIRL ,12/5/10 11:57,12567,France,19.9
2,8.5,537065,22636,CHILDS BREAKFAST SET CIRCUS PARADE,12/5/10 11:57,12567,France,17.0
4,9.95,537065,22180,RETROSPOT LAMP,12/5/10 11:57,12567,France,39.8
24,0.29,537065,21980,PACK OF 12 RED RETROSPOT TISSUES ,12/5/10 11:57,12567,France,6.959999999999999
24,0.29,537065,21981,PACK OF 12 WOODLAND TISSUES ,12/5/10 11:57,12567,France,6.959999999999999
24,0.29,537065,21982,PACK OF 12 SUKI TISSUES ,12/5/10 11:57,12567,France,6.959999999999999
24,0.29,537065,22614,PACK OF 12 SPACEBOY TISSUES,12/5/10 11:57,12567,France,6.959999999999999
24,0.29,537065,22615,PACK OF 12 CIRCUS PARADE TISSUES ,12/5/10 11:57,12567,France,6.959999999999999
28,0.21,537065,16238,PARTY TIME PENCIL ERASERS,12/5/10 11:57,12567,France,5.88
36,0.21,537065,21829,DINOSAUR KEYRINGS ASSORTED,12/5/10 11:57,12567,France,7.56
6,8.95,537065,21054,NURSE'S BAG SOFT TOY,12/5/10 11:57,12567,France,53.699999999999996
6,8.95,537065,21055,TOOL BOX SOFT TOY ,12/5/10 11:57,12567,France,53.699999999999996
4,42.95,537065,84963A,PINK PAINTED KASHMIRI CHAIR,12/5/10 11:57,12567,France,171.8
9,18.0,537065,POST,POSTAGE,12/5/10 11:57,12567,France,162.0
36,1.25,537081,21915,RED  HARMONICA IN BOX ,12/5/10 12:00,15332,Lithuania,45.0
36,1.25,537081,21914,BLUE HARMONICA IN BOX ,12/5/10 12:00,15332,Lithuania,45.0
36,1.65,537081,22306,SILVER MUG BONE CHINA TREE OF LIFE,12/5/10 12:00,15332,Lithuania,59.4
36,1.65,537081,22307,GOLD MUG BONE CHINA TREE OF LIFE,12/5/10 12:00,15332,Lithuania,59.4
24,1.65,537081,22554,PLASTERS IN TIN WOODLAND ANIMALS,12/5/10 12:00,15332,Lithuania,39.599999999999994
24,3.39,537081,22568,FELTCRAFT CUSHION OWL,12/5/10 12:00,15332,Lithuania,81.36
24,1.65,537081,85114B,IVORY ENCHANTED FOREST PLACEMAT,12/5/10 12:00,15332,Lithuania,39.599999999999994
48,2.55,537086,22271,FELTCRAFT DOLL ROSIE,12/5/10 12:01,15332,Lithuania,122.39999999999999
24,1.65,537086,85206A,CREAM FELT EASTER EGG BASKET,12/5/10 12:01,15332,Lithuania,39.599999999999994
24,1.65,537086,22021,BLUE FELT EASTER EGG BASKET,12/5/10 12:01,15332,Lithuania,39.599999999999994
1,12.75,537197,84968A,SET OF 16 VINTAGE ROSE CUTLERY,12/5/10 14:02,12647,Germany,12.75
3,18.0,537197,POST,POSTAGE,12/5/10 14:02,12647,Germany,54.0
2,8.5,537197,22624,IVORY KITCHEN SCALES,12/5/10 14:02,12647,Germany,17.0
1,16.95,537197,22847,BREAD BIN DINER STYLE IVORY,12/5/10 14:02,12647,Germany,16.95
1,18.0,537198,POST,POSTAGE,12/5/10 14:03,12647,Germany,18.0
2,7.65,537201,22781,GUMBALL MAGAZINE RACK,12/5/10 14:19,12472,Germany,15.3
24,2.1,537201,22865,HAND WARMER OWL DESIGN,12/5/10 14:19,12472,Germany,50.400000000000006
24,0.85,537201,22962,JAM JAR WITH PINK LID,12/5/10 14:19,12472,Germany,20.4
24,0.85,537201,22963,JAM JAR WITH GREEN LID,12/5/10 14:19,12472,Germany,20.4
2,9.95,537201,22968,ROSE COTTAGE KEEPSAKE BOX ,12/5/10 14:19,12472,Germany,19.9
24,0.42,537201,22818,CARD CHRISTMAS VILLAGE,12/5/10 14:19,12472,Germany,10.08
24,1.25,537201,21915,RED  HARMONICA IN BOX ,12/5/10 14:19,12472,Germany,30.0
24,1.25,537201,21914,BLUE HARMONICA IN BOX ,12/5/10 14:19,12472,Germany,30.0
24,0.12,537201,20668,DISCO BALL CHRISTMAS DECORATION,12/5/10 14:19,12472,Germany,2.88
24,0.65,537201,22337,ANGEL DECORATION PAINTED ZINC ,12/5/10 14:19,12472,Germany,15.600000000000001
24,0.85,537201,22571,ROCKING HORSE RED CHRISTMAS ,12/5/10 14:19,12472,Germany,20.4
24,0.85,537201,22572,ROCKING HORSE GREEN CHRISTMAS ,12/5/10 14:19,12472,Germany,20.4
24,0.85,537201,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12/5/10 14:19,12472,Germany,20.4
24,0.85,537201,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12/5/10 14:19,12472,Germany,20.4
36,1.95,537201,22629,SPACEBOY LUNCH BOX ,12/5/10 14:19,12472,Germany,70.2
24,2.95,537201,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12/5/10 14:19,12472,Germany,70.80000000000001
30,0.85,537201,20719,WOODLAND CHARLOTTE BAG,12/5/10 14:19,12472,Germany,25.5
4,7.95,537201,20750,RED RETROSPOT MINI CASES,12/5/10 14:19,12472,Germany,31.8
24,1.65,537201,22077,6 RIBBONS RUSTIC CHARM,12/5/10 14:19,12472,Germany,39.599999999999994
4,12.75,537201,22423,REGENCY CAKESTAND 3 TIER,12/5/10 14:19,12472,Germany,51.0
6,18.0,537201,POST,POSTAGE,12/5/10 14:19,12472,Germany,108.0
4,8.5,537201,22636,CHILDS BREAKFAST SET CIRCUS PARADE,12/5/10 14:19,12472,Germany,34.0
24,0.29,537212,21981,PACK OF 12 WOODLAND TISSUES ,12/5/10 15:21,12720,Germany,6.959999999999999
24,0.29,537212,21984,PACK OF 12 PINK PAISLEY TISSUES ,12/5/10 15:21,12720,Germany,6.959999999999999
24,0.85,537212,22197,SMALL POPCORN HOLDER,12/5/10 15:21,12720,Germany,20.4
2,8.5,537212,22625,RED KITCHEN SCALES,12/5/10 15:21,12720,Germany,17.0
2,8.5,537212,22624,IVORY KITCHEN SCALES,12/5/10 15:21,12720,Germany,17.0
4,18.0,537212,POST,POSTAGE,12/5/10 15:21,12720,Germany,72.0
24,1.45,537218,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12/5/10 15:46,12763,Japan,34.8
24,1.45,537218,84988,SET OF 72 PINK HEART PAPER DOILIES,12/5/10 15:46,12763,Japan,34.8
1,28.0,537246,POST,POSTAGE,12/6/10 10:27,12808,Portugal,28.0
1,18.0,537250,POST,POSTAGE,12/6/10 10:43,12708,Germany,18.0
24,1.25,537463,21124,SET/10 BLUE POLKADOT PARTY CANDLES,12/7/10 10:08,12681,France,30.0
24,1.25,537463,21121,SET/10 RED POLKADOT PARTY CANDLES,12/7/10 10:08,12681,France,30.0
2,8.5,537463,22191,IVORY DINER WALL CLOCK,12/7/10 10:08,12681,France,17.0
24,0.55,537463,21212,PACK OF 72 RETROSPOT CAKE CASES,12/7/10 10:08,12681,France,13.200000000000001
24,2.95,537463,22312,OFFICE MUG WARMER POLKADOT,12/7/10 10:08,12681,France,70.80000000000001
4,8.5,537463,22894,TABLECLOTH RED APPLES DESIGN ,12/7/10 10:08,12681,France,34.0
2,7.95,537463,22365,DOORMAT RESPECTABLE HOUSE,12/7/10 10:08,12681,France,15.9
25,0.42,537463,84692,BOX OF 24 COCKTAIL PARASOLS,12/7/10 10:08,12681,France,10.5
36,2.1,537463,22467,GUMBALL COAT RACK,12/7/10 10:08,12681,France,75.60000000000001
36,0.85,537463,22348,TEA BAG PLATE RED RETROSPOT,12/7/10 10:08,12681,France,30.599999999999998
72,1.65,537463,21731,RED TOADSTOOL LED NIGHT LIGHT,12/7/10 10:08,12681,France,118.8
4,18.0,537463,POST,POSTAGE,12/7/10 10:08,12681,France,72.0
24,0.85,537468,22418,10 COLOUR SPACEBOY PEN,12/7/10 10:36,12567,France,20.4
24,0.42,537468,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,12/7/10 10:36,12567,France,10.08
3,18.0,537468,POST,POSTAGE,12/7/10 10:36,12567,France,54.0
4,12.75,537594,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,12/7/10 12:28,12647,Germany,51.0
2,12.75,537594,84968A,SET OF 16 VINTAGE ROSE CUTLERY,12/7/10 12:28,12647,Germany,25.5
4,14.95,537594,22846,BREAD BIN DINER STYLE RED ,12/7/10 12:28,12647,Germany,59.8
4,14.95,537594,22847,BREAD BIN DINER STYLE IVORY,12/7/10 12:28,12647,Germany,59.8
24,3.75,537594,22199,FRYING PAN RED RETROSPOT,12/7/10 12:28,12647,Germany,90.0
2,8.5,537594,22624,IVORY KITCHEN SCALES,12/7/10 12:28,12647,Germany,17.0
24,0.85,537594,21789,KIDS RAIN MAC PINK,12/7/10 12:28,12647,Germany,20.4
5,18.0,537594,POST,POSTAGE,12/7/10 12:28,12647,Germany,90.0
36,0.65,537626,22492,MINI PAINT SET VINTAGE ,12/7/10 14:57,12347,Iceland,23.400000000000002
30,1.25,537626,85167B,BLACK GRAND BAROQUE PHOTO FRAME,12/7/10 14:57,12347,Iceland,37.5
24,2.95,537626,84558A,3D DOG PICTURE PLAYING CARDS,12/7/10 14:57,12347,Iceland,70.80000000000001
36,2.1,537673,22467,GUMBALL COAT RACK,12/8/10 9:49,12709,Germany,75.60000000000001
24,7.65,537673,22625,RED KITCHEN SCALES,12/8/10 9:49,12709,Germany,183.60000000000002
6,8.5,537673,22627,MINT KITCHEN SCALES,12/8/10 9:49,12709,Germany,51.0
24,1.25,537673,85049E,SCANDINAVIAN REDS RIBBONS,12/8/10 9:49,12709,Germany,30.0
32,1.25,537673,20979,36 PENCILS TUBE RED RETROSPOT,12/8/10 9:49,12709,Germany,40.0
7,18.0,537673,POST,POSTAGE,12/8/10 9:49,12709,Germany,126.0
24,1.25,537676,22567,20 DOLLY PEGS RETROSPOT,12/8/10 9:53,12386,Australia,30.0
120,0.36,537676,22915,ASSORTED BOTTLE TOP  MAGNETS ,12/8/10 9:53,12386,Australia,43.199999999999996
24,1.25,537676,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,12/8/10 9:53,12386,Australia,30.0
25,0.42,537693,22710,WRAP I LOVE LONDON ,12/8/10 10:45,12441,France,10.5
25,0.42,537693,22052,VINTAGE CARAVAN GIFT WRAP,12/8/10 10:45,12441,France,10.5
25,0.42,537693,22051,BLUE SCANDINAVIAN PAISLEY WRAP,12/8/10 10:45,12441,France,10.5
1,18.0,537693,POST,POSTAGE,12/8/10 10:45,12441,France,18.0
2,7.95,537818,20685,DOORMAT RED RETROSPOT,12/8/10 13:53,12766,Portugal,15.9
2,7.95,537818,22366,DOORMAT AIRMAIL ,12/8/10 13:53,12766,Portugal,15.9
6,9.95,537818,22618,COOKING SET RETROSPOT,12/8/10 13:53,12766,Portugal,59.699999999999996
4,7.95,537818,21527,RED RETROSPOT TRADITIONAL TEAPOT ,12/8/10 13:53,12766,Portugal,31.8
2,7.95,537818,22442,GROW YOUR OWN FLOWERS SET OF 3,12/8/10 13:53,12766,Portugal,15.9
24,1.25,537818,22444,GROW YOUR OWN PLANT IN A CAN ,12/8/10 13:53,12766,Portugal,30.0
6,28.0,537818,POST,POSTAGE,12/8/10 13:53,12766,Portugal,168.0
30,2.1,537827,22145,CHRISTMAS CRAFT HEART STOCKING ,12/8/10 14:43,15332,Lithuania,63.0
24,0.42,537868,22534,MAGIC DRAWING SLATE SPACEBOY ,12/8/10 16:49,12433,Norway,10.08
24,0.42,537868,22530,MAGIC DRAWING SLATE DOLLY GIRL ,12/8/10 16:49,12433,Norway,10.08
24,0.42,537868,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,12/8/10 16:49,12433,Norway,10.08
24,1.65,537868,22561,WOODEN SCHOOL COLOURING SET,12/8/10 16:49,12433,Norway,39.599999999999994
24,0.42,537868,22489,PACK OF 12 TRADITIONAL CRAYONS,12/8/10 16:49,12433,Norway,10.08
48,0.29,537868,21982,PACK OF 12 SUKI TISSUES ,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,21981,PACK OF 12 WOODLAND TISSUES ,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,21967,PACK OF 12 SKULL TISSUES,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,22615,PACK OF 12 CIRCUS PARADE TISSUES ,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,21980,PACK OF 12 RED RETROSPOT TISSUES ,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,22614,PACK OF 12 SPACEBOY TISSUES,12/8/10 16:49,12433,Norway,13.919999999999998
48,0.29,537868,21984,PACK OF 12 PINK PAISLEY TISSUES ,12/8/10 16:49,12433,Norway,13.919999999999998
36,1.65,537868,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12/8/10 16:49,12433,Norway,59.4
24,0.42,537868,21786,POLKADOT RAIN HAT ,12/8/10 16:49,12433,Norway,10.08
36,0.85,537868,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12/8/10 16:49,12433,Norway,30.599999999999998
24,1.45,537868,22961,JAM MAKING SET PRINTED,12/8/10 16:49,12433,Norway,34.8
24,2.1,537868,84375,SET OF 20 KIDS COOKIE CUTTERS,12/8/10 16:49,12433,Norway,50.400000000000006
24,1.25,537868,22966,GINGERBREAD MAN COOKIE CUTTER,12/8/10 16:49,12433,Norway,30.0
24,1.25,537868,21874,GIN AND TONIC MUG,12/8/10 16:49,12433,Norway,30.0
24,1.25,537868,21873,IF YOU CAN'T STAND THE HEAT MUG,12/8/10 16:49,12433,Norway,30.0
24,1.25,537868,21870,I CAN ONLY PLEASE ONE PERSON MUG,12/8/10 16:49,12433,Norway,30.0
72,1.25,537868,84050,PINK HEART SHAPE EGG FRYING PAN,12/8/10 16:49,12433,Norway,90.0
24,0.55,537868,84991,60 TEATIME FAIRY CAKE CASES,12/8/10 16:49,12433,Norway,13.200000000000001
